Image;True Target;Predicted Target;Similarity;Euclidean Distance;Correct
10_apples_0.png;There are 10 things;There are 10 things;0,89868313;0,45014873147010803;True
10_apples_1.png;There are 10 things;There are 10 things;0,91682076;0,4078705906867981;True
10_apples_10.png;There are 10 things;There are 10 things;0,8987901;0,44991081953048706;True
10_apples_11.png;There are 10 things;There are 10 things;0,9048189;0,43630534410476685;True
10_apples_12.png;There are 10 things;There are 10 things;0,89472705;0,45885276794433594;True
10_apples_13.png;There are 10 things;There are 10 things;0,9140028;0,4147224724292755;True
10_apples_14.png;There are 10 things;There are 10 things;0,9022663;0,44211670756340027;True
10_apples_15.png;There are 10 things;There are 10 things;0,9095999;0,4252069592475891;True
10_apples_16.png;There are 10 things;There are 10 things;0,9134711;0,4160022437572479;True
10_apples_17.png;There are 10 things;There are 10 things;0,90168434;0,44343191385269165;True
10_apples_18.png;There are 10 things;There are 10 things;0,9107912;0,42239513993263245;True
10_apples_19.png;There are 10 things;There are 10 things;0,90930235;0,42590513825416565;True
10_apples_2.png;There are 10 things;There are 10 things;0,9208354;0,3979060649871826;True
10_apples_20.png;There are 10 things;There are 10 things;0,91492957;0,4124813675880432;True
10_apples_21.png;There are 10 things;There are 10 things;0,91218853;0,4190739095211029;True
10_apples_22.png;There are 10 things;There are 10 things;0,8973579;0,45308321714401245;True
10_apples_23.png;There are 10 things;There are 10 things;0,903814;0,4386027157306671;True
10_apples_24.png;There are 10 things;There are 10 things;0,9102974;0,42356249690055847;True
10_apples_25.png;There are 10 things;There are 10 things;0,9121054;0,41927242279052734;True
10_apples_26.png;There are 10 things;There are 10 things;0,9123729;0,4186341166496277;True
10_apples_27.png;There are 10 things;There are 10 things;0,9019999;0,44271931052207947;True
10_apples_28.png;There are 10 things;There are 10 things;0,8931645;0,4622456133365631;True
10_apples_29.png;There are 10 things;There are 10 things;0,89531124;0,4575781226158142;True
10_apples_3.png;There are 10 things;There are 10 things;0,9071628;0,4309000074863434;True
10_apples_30.png;There are 10 things;There are 10 things;0,9164427;0,4087968170642853;True
10_apples_31.png;There are 10 things;There are 10 things;0,9139099;0,41494613885879517;True
10_apples_32.png;There are 10 things;There are 10 things;0,90568745;0,43431025743484497;True
10_apples_33.png;There are 10 things;There are 10 things;0,90800315;0,4289449155330658;True
10_apples_34.png;There are 10 things;There are 10 things;0,9155922;0,4108717739582062;True
10_apples_35.png;There are 10 things;There are 10 things;0,9174661;0,40628567337989807;True
10_apples_36.png;There are 10 things;There are 10 things;0,9020205;0,44267258048057556;True
10_apples_37.png;There are 10 things;There are 10 things;0,9077749;0,42947691679000854;True
10_apples_38.png;There are 10 things;There are 10 things;0,90510136;0,43565744161605835;True
10_apples_39.png;There are 10 things;There are 10 things;0,89900243;0,44943878054618835;True
