Image;True Target;Predicted Target;Similarity;Euclidean Distance;Correct
3_fastcards_2149.png;There are 3 things;There are 3 things;0,595688;0,8992352485656738;True
8_fastcards_2374.png;There are 8 things;There are 9 things;0,6213535;0,8702259659767151;False
1_fastcards_2028.png;There are 1 things;There are 2 things;0,51419884;0,9856990575790405;False
3_dots_1163.png;There are 3 things;There are 2 things;0,64353955;0,8443465828895569;False
9_dots_1465.png;There are 9 things;There are 5 things;0,75726205;0,696760892868042;False
8_fastcards_2390.png;There are 8 things;There are 9 things;0,52813935;0,9714531302452087;False
6_dots_1318.png;There are 6 things;There are 4 things;0,6349069;0,8545095920562744;False
7_fastcards_2316.png;There are 7 things;There are 6 things;0,66949487;0,8130252957344055;False
10_fastcards_2469.png;There are 10 things;There are 7 things;0,64687574;0,8403858542442322;False
8_dots_1427.png;There are 8 things;There are 4 things;0,6546195;0,8311203718185425;False
4_fastcards_2189.png;There are 4 things;There are 5 things;0,7521646;0,7040389776229858;False
5_fastcards_2239.png;There are 5 things;There are 7 things;0,86943567;0,5110076069831848;False
4_fastcards_2157.png;There are 4 things;There are 3 things;0,6621027;0,822067141532898;False
5_fastcards_2201.png;There are 5 things;There are 5 things;0,7799895;0,6633407473564148;True
9_fastcards_2433.png;There are 9 things;There are 9 things;0,46577814;1,0336555242538452;True
6_fastcards_2256.png;There are 6 things;There are 5 things;0,72477686;0,7419208288192749;False
5_dots_1265.png;There are 5 things;There are 3 things;0,6351602;0,8542128205299377;False
10_fastcards_2465.png;There are 10 things;There are 9 things;0,64479154;0,8428623080253601;False
3_fastcards_2129.png;There are 3 things;There are 3 things;0,5132448;0,9866662621498108;True
7_fastcards_2323.png;There are 7 things;There are 6 things;0,7648506;0,6857832670211792;False
4_fastcards_2164.png;There are 4 things;There are 4 things;0,71153367;0,7595607042312622;True
9_dots_1489.png;There are 9 things;There are 5 things;0,7942947;0,6414128541946411;False
5_dots_1279.png;There are 5 things;There are 3 things;0,63737404;0,8516170978546143;False
8_fastcards_2395.png;There are 8 things;There are 9 things;0,62378716;0,8674247860908508;False
6_fastcards_2296.png;There are 6 things;There are 6 things;0,82905376;0,584715723991394;True
5_dots_1250.png;There are 5 things;There are 3 things;0,6114725;0,8815070986747742;False
4_fastcards_2169.png;There are 4 things;There are 4 things;0,72998285;0,7348703145980835;True
5_fastcards_2244.png;There are 5 things;There are 4 things;0,6550405;0,8306136727333069;False
6_dots_1342.png;There are 6 things;There are 3 things;0,59921324;0,8953063488006592;False
5_fastcards_2236.png;There are 5 things;There are 6 things;0,7792065;0,6645202040672302;False
5_dots_1280.png;There are 5 things;There are 3 things;0,51395416;0,9859471321105957;False
4_dots_1228.png;There are 4 things;There are 2 things;0,46742862;1,032057523727417;False
1_dots_1092.png;There are 1 things;There are 1 things;0,6800824;0,7998968958854675;True
5_dots_1264.png;There are 5 things;There are 3 things;0,5871165;0,908717155456543;False
3_dots_1168.png;There are 3 things;There are 2 things;0,58539;0,9106153249740601;False
2_fastcards_2064.png;There are 2 things;There are 2 things;0,33789808;1,150740623474121;True
10_fastcards_2487.png;There are 10 things;There are 5 things;0,7036773;0,7698347568511963;False
7_fastcards_2312.png;There are 7 things;There are 6 things;0,74221283;0,7180352210998535;False
10_dots_1013.png;There are 10 things;There are 5 things;0,7696458;0,6787551641464233;False
3_dots_1172.png;There are 3 things;There are 2 things;0,65364546;0,8322915434837341;False
