Image;True Target;Predicted Target;Similarity;Euclidean Distance;Correct
3_fastcards_2149.png;There are 3 things;There are 5 things;0,24644789;1,2276417016983032;False
8_fastcards_2374.png;There are 8 things;There are 10 things;0,24601486;1,2279943227767944;False
1_fastcards_2028.png;There are 1 things;There are 1 things;0,21029583;1,2567451000213623;True
3_dots_1163.png;There are 3 things;There are 3 things;0,26624414;1,2114089727401733;True
9_dots_1465.png;There are 9 things;There are 6 things;0,23103046;1,2401366233825684;False
8_fastcards_2390.png;There are 8 things;There are 9 things;0,25091854;1,223994493484497;False
6_dots_1318.png;There are 6 things;There are 4 things;0,2565835;1,2193576097488403;False
7_fastcards_2316.png;There are 7 things;There are 8 things;0,2356343;1,2364188432693481;False
10_fastcards_2469.png;There are 10 things;There are 10 things;0,22911754;1,241678237915039;True
8_dots_1427.png;There are 8 things;There are 8 things;0,2391247;1,2335926294326782;True
4_fastcards_2189.png;There are 4 things;There are 6 things;0,2629587;1,2141180038452148;False
5_fastcards_2239.png;There are 5 things;There are 6 things;0,28342518;1,1971423625946045;False
4_fastcards_2157.png;There are 4 things;There are 4 things;0,29025477;1,1914236545562744;True
5_fastcards_2201.png;There are 5 things;There are 7 things;0,25337628;1,221985101699829;False
9_fastcards_2433.png;There are 9 things;There are 9 things;0,2593619;1,2170768976211548;True
6_fastcards_2256.png;There are 6 things;There are 7 things;0,26405913;1,2132114171981812;False
5_dots_1265.png;There are 5 things;There are 4 things;0,26058155;1,2160743474960327;False
10_fastcards_2465.png;There are 10 things;There are 10 things;0,24868333;1,22581946849823;True
3_fastcards_2129.png;There are 3 things;There are 5 things;0,20664494;1,2596467733383179;False
7_fastcards_2323.png;There are 7 things;There are 8 things;0,2668213;1,2109324932098389;False
4_fastcards_2164.png;There are 4 things;There are 4 things;0,30275014;1,180889368057251;True
9_dots_1489.png;There are 9 things;There are 8 things;0,24711604;1,2270973920822144;False
5_dots_1279.png;There are 5 things;There are 4 things;0,2640592;1,2132114171981812;False
8_fastcards_2395.png;There are 8 things;There are 9 things;0,2648824;1,2125325202941895;False
6_fastcards_2296.png;There are 6 things;There are 7 things;0,25100678;1,223922610282898;False
5_dots_1250.png;There are 5 things;There are 4 things;0,2569265;1,2190762758255005;False
4_fastcards_2169.png;There are 4 things;There are 6 things;0,27880377;1,2009965181350708;False
5_fastcards_2244.png;There are 5 things;There are 6 things;0,24821612;1,2262005805969238;False
6_dots_1342.png;There are 6 things;There are 4 things;0,25827962;1,217965841293335;False
5_fastcards_2236.png;There are 5 things;There are 6 things;0,27461997;1,204474925994873;False
5_dots_1280.png;There are 5 things;There are 4 things;0,2440542;1,2295900583267212;False
4_dots_1228.png;There are 4 things;There are 3 things;0,27981532;1,2001539468765259;False
1_dots_1092.png;There are 1 things;There are 1 things;0,2291145;1,24168062210083;True
5_dots_1264.png;There are 5 things;There are 4 things;0,25097513;1,2239484786987305;False
3_dots_1168.png;There are 3 things;There are 2 things;0,2497791;1,22492516040802;False
2_fastcards_2064.png;There are 2 things;There are 3 things;0,19417447;1,2695082426071167;False
10_fastcards_2487.png;There are 10 things;There are 9 things;0,2506865;1,2241841554641724;False
7_fastcards_2312.png;There are 7 things;There are 8 things;0,24662712;1,2274959087371826;False
10_dots_1013.png;There are 10 things;There are 8 things;0,23839563;1,234183430671692;False
3_dots_1172.png;There are 3 things;There are 3 things;0,25916532;1,217238426208496;True
3_dots_1199.png;There are 3 things;There are 3 things;0,24652602;1,2275781631469727;True
7_fastcards_2344.png;There are 7 things;There are 6 things;0,2650331;1,212408423423767;False
4_dots_1239.png;There are 4 things;There are 4 things;0,24934313;1,2252811193466187;True
1_dots_1096.png;There are 1 things;There are 1 things;0,22760157;1,2428985834121704;True
10_dots_1031.png;There are 10 things;There are 8 things;0,23833244;1,2342346906661987;False
6_dots_1322.png;There are 6 things;There are 5 things;0,25616527;1,219700574874878;False
8_dots_1430.png;There are 8 things;There are 8 things;0,23659447;1,2356419563293457;True
5_fastcards_2245.png;There are 5 things;There are 8 things;0,23612529;1,2360217571258545;False
9_dots_1485.png;There are 9 things;There are 8 things;0,23887353;1,233796238899231;False
7_fastcards_2302.png;There are 7 things;There are 8 things;0,23220548;1,2391889095306396;False
9_fastcards_2423.png;There are 9 things;There are 10 things;0,24862266;1,2258689403533936;False
4_fastcards_2153.png;There are 4 things;There are 6 things;0,27400988;1,2049814462661743;False
10_dots_1019.png;There are 10 things;There are 8 things;0,23068032;1,2404191493988037;False
2_dots_1119.png;There are 2 things;There are 2 things;0,24822031;1,2261971235275269;True
5_dots_1251.png;There are 5 things;There are 4 things;0,26002768;1,2165298461914062;False
9_fastcards_2412.png;There are 9 things;There are 10 things;0,25136817;1,2236272096633911;False
10_fastcards_2488.png;There are 10 things;There are 10 things;0,24710296;1,2271080017089844;True
9_fastcards_2449.png;There are 9 things;There are 10 things;0,23300938;1,2385399341583252;False
6_dots_1344.png;There are 6 things;There are 5 things;0,2547198;1,220885157585144;False
10_dots_1010.png;There are 10 things;There are 8 things;0,23662657;1,2356160879135132;False
8_fastcards_2377.png;There are 8 things;There are 8 things;0,2249001;1,245070219039917;True
6_dots_1317.png;There are 6 things;There are 5 things;0,25643736;1,2194772958755493;False
3_fastcards_2130.png;There are 3 things;There are 5 things;0,25468972;1,2209097146987915;False
9_dots_1478.png;There are 9 things;There are 8 things;0,24710889;1,2271032333374023;False
6_fastcards_2260.png;There are 6 things;There are 8 things;0,23311989;1,2384508848190308;False
2_dots_1100.png;There are 2 things;There are 2 things;0,2484585;1,2260029315948486;True
2_fastcards_2087.png;There are 2 things;There are 4 things;0,2632594;1,2138704061508179;False
6_fastcards_2264.png;There are 6 things;There are 6 things;0,2533059;1,2220426797866821;True
1_fastcards_2000.png;There are 1 things;There are 1 things;0,18829799;1,2741286754608154;True
9_fastcards_2400.png;There are 9 things;There are 10 things;0,24291107;1,2305192947387695;False
9_fastcards_2434.png;There are 9 things;There are 10 things;0,23556656;1,236473560333252;False
8_fastcards_2378.png;There are 8 things;There are 8 things;0,24050164;1,2324758768081665;True
2_fastcards_2053.png;There are 2 things;There are 3 things;0,21622553;1,2520179748535156;False
7_dots_1396.png;There are 7 things;There are 5 things;0,2507616;1,2241227626800537;False
2_fastcards_2066.png;There are 2 things;There are 3 things;0,28217015;1,1981903314590454;False
5_fastcards_2210.png;There are 5 things;There are 7 things;0,2591902;1,2172179222106934;False
8_fastcards_2360.png;There are 8 things;There are 8 things;0,2308175;1,2403085231781006;True
9_dots_1482.png;There are 9 things;There are 6 things;0,2363397;1,2358481884002686;False
6_dots_1337.png;There are 6 things;There are 5 things;0,24463424;1,2291182279586792;False
7_dots_1365.png;There are 7 things;There are 6 things;0,23572035;1,2363492250442505;False
3_dots_1191.png;There are 3 things;There are 3 things;0,24991474;1,224814534187317;True
10_dots_1007.png;There are 10 things;There are 8 things;0,23617895;1,235978364944458;False
2_fastcards_2067.png;There are 2 things;There are 3 things;0,25084186;1,2240573167800903;False
1_fastcards_2005.png;There are 1 things;There are 1 things;0,2103639;1,2566908597946167;True
8_dots_1411.png;There are 8 things;There are 5 things;0,24778755;1,2265499830245972;False
8_dots_1413.png;There are 8 things;There are 8 things;0,24137579;1,2317664623260498;True
3_dots_1167.png;There are 3 things;There are 2 things;0,24336356;1,2301515340805054;False
10_fastcards_2459.png;There are 10 things;There are 10 things;0,24953622;1,225123405456543;True
1_fastcards_2007.png;There are 1 things;There are 1 things;0,19932629;1,2654434442520142;True
